Key,Source,type,ko,Arguments,en,es,zh-cn,zh-tw
HowtoGetDia_StageClear,지역 랭킹 1위 달성 시 획득 가능,Default text,지역 랭킹 1위 달성 시 획득 가능,,Acquired upon reaching Region Rank 1,Se adquiere al alcanzar el rango 1 de la región,达成地区排行榜第1名时可获得,達成地區排名第1名時可獲得
HowtoGetDia_ChuchuCollecetion,츄츄 도감 수집 시 획득 가능,Default text,츄츄 도감 수집 시 획득 가능,,Acquired upon collecting the Chu Chu Codex,Se adquiere tras recolectar el Códice Chu Chu,收集啾啾图鉴时可获得,收集啾啾圖鑑時可獲得
HowtoGetDia_IngreCollecetion,재료 도감 수집 시 획득 가능,Default text,재료 도감 수집 시 획득 가능,,Acquired upon Collecting the Ingredient Codex,Se adquiere tras recolectar el Códice de ingredientes,收集材料图鉴时可获得,收集材料圖鑑時可獲得
CatchphraseEquip,이동 속도와 스킬 등급 상승!\n도감을 채워서 클로버 보너스도 받으세요!,Default text,이동 속도와 스킬 등급 상승!\n도감을 채워서 클로버 보너스도 받으세요!,,Increase Move Speed and Skill levels!\nFill in the Codex and get a Clover bonus!,¡Aumenta la velocidad de movimiento y los niveles de habilidad!\n¡Completa el Códice y recibe una bonificación de tréboles!,移动速度和技能级别提升！\n请填入图鉴，领取四叶草加成！,移動速度和技能等級提升！\n填滿圖鑑，獲得四葉草紅利吧！
CatchphraseBunSkin,버거 가격 상승!\n귀여움은 덤!,Default text,버거 가격 상승!\n귀여움은 덤!,,Increases burger prices!\nIt's also cute!,¡Aumenta los precios de las hamburguesas!\n¡Además es adorable!,汉堡价格提升！\n可爱是附赠品！,漢堡價格提升！\n附贈可愛！
MyDiaReserves,내 다이아 보유 정보,Default text,내 다이아 보유 정보,,Diamonds Owned,Diamantes obtenidos,我的钻石持有信息,我的鑽石持有資訊
GetFree,무료 획득 가능!,Default text,무료 획득 가능!,,Available for free!,¡Disponible gratis!,可免费获得！,可免費獲得！
DialogContentsStage050_1,곧 매장 개시합니다.@enter거기 누워 계신 사장님은 좀 일어나 주시고요.@enter누운 사장을 숨기기엔 매장이 아직 좁다고요.,Default text,곧 매장 개시합니다.@enter거기 누워 계신 사장님은 좀 일어나 주시고요.@enter누운 사장을 숨기기엔 매장이 아직 좁다고요.,,"The shop will be open soon. It looks terrible for the owner of the establishment to be lying down, you know.",El restaurante abrirá pronto. No queda bien que el dueño del establecimiento esté acostado.,马上要开门营业了。@enter躺在那边的老板赶紧起来吧。@enter这个店铺可没大到能藏下躺着不起的老板。,賣場馬上要開始營業了。@enter那位躺在那裡的老闆，請您起來一下。@enter賣場還太小了，容不下躺著的老闆。
DialogContentsStage050_2,"아, 좀 내버려둬.@enter*모모 스테이션*에서 너무 힘들었다고.@enter휴양지에 왔으니 쉬엄쉬엄하자고.",Default text,"아, 좀 내버려둬.@enter*모모 스테이션*에서 너무 힘들었다고.@enter휴양지에 왔으니 쉬엄쉬엄하자고.",,"Leave me be. Things at *Momo Station* were tough, and this is a resort. We should take it easy.","Déjame en paz. Las cosas en la *Estación Momo* fueron difíciles, y esto es un resort. Deberíamos tomarnos las cosas con calma.",哎呀，别管我了。@enter我可在*莫莫站点*受了不少苦。@enter既然到了修养胜地，就先让我喘口气吧。,啊，別管我了。@enter在*姆姆遊戲站*太累了。@enter既然來到了度假村，就好好休息吧。
DialogContentsStage050_3,"설마설마했는데,@enter사실 확신했지만,@enter이러려고 이번 지점을 *골드 비치*로 고르셨나요.",Default text,"설마설마했는데,@enter사실 확신했지만,@enter이러려고 이번 지점을 *골드 비치*로 고르셨나요.",,"You chose *Gold Beach* specifically so you could do this, didn't you?","Elegiste *Playa dorada* específicamente para poder hacer esto, ¿verdad?",起初我也只是怀疑，@enter应该是肯定，@enter您真是为了这个目的才把分店开在*金海滩*的吗？,真沒想到，@enter但其實我早就心裡有底了，@enter您就是為此才將這次的地點選在*黃金海岸*的嗎？
DialogContentsStage050_4,"그렇긴 해.@enter힐링도 하고, 별도 따고…",Default text,"그렇긴 해.@enter힐링도 하고, 별도 따고…",,"...Kinda. I need to get some R and R, take in the sights...","... Más o menos. Necesito descansar un poco, disfrutar de las vistas...",算是吧。@enter疗愈身心，还能摘星……,可以這麼說。@enter獲得療癒、摘星星…
DialogContentsStage050_5,되겠어요?@enter여기 식당들도 수준 높거든요.@enter특히 해산물 쪽은 손님들도 까다롭고.,Default text,되겠어요?@enter여기 식당들도 수준 높거든요.@enter특히 해산물 쪽은 손님들도 까다롭고.,,You can't be serious. The restaurants here are no joke! And this customer base is notoriously picky about seafood!,No puedes hablar en serio. ¡Los restaurantes de aquí son muy buenos! ¡Y la clientela es muy exigente con los mariscos!,您也太天真了。@enter这边的餐厅水准可不是闹着玩的。@enter顾客们尤其对海鲜类可挑着呢。,這樣行得通嗎？@enter這裡的餐廳水準也都很高呢。@enter尤其是海鮮類的，客人們也都很挑剔。
DialogContentsStage050_6,너가 아직 뭘 모르는구나.@enter여긴 매장 자리 따내는 거 자체가 힘들었다고.@enter이렇게 진입이 힘든 곳들은 경쟁이 상대적으로…,Default text,너가 아직 뭘 모르는구나.@enter여긴 매장 자리 따내는 거 자체가 힘들었다고.@enter이렇게 진입이 힘든 곳들은 경쟁이 상대적으로…,,It was incredibly difficult to even get this shopfront. And places like this with a high barrier to entry are always comparatively...,Fue realmente muy difícil incluso conseguir esta fachada. Y lugares como este con una alta barrera de entrada son siempre comparativamente…,看来你还不知道啊。@enter在这里开一个店铺本身就不容易。@enter所以这样不好进驻的地方竞争会相对……,看來你還什麼都不懂啊。@enter聽說這裡光是取得店面就很困難了。@enter如此難進駐的地方，競爭相對來說就…
DialogContentsStage050_7,……,Default text,……,,...,…,……,......
DialogContentsStage050_8,엌?@enter*케리* 씨?,Default text,엌?@enter*케리* 씨?,,Huh? *Swanson*?,¿Eh? ¿*Swanson*?,咦？@enter*凯利*先生？,哦？@enter*凱莉*小姐？
DialogContentsStage050_9,저희 구면인가요?,Default text,저희 구면인가요?,,Have we met?,¿Nos conocemos?,我们以前见过吗？,我們以前見過面嗎？
DialogContentsStage050_10,아눂. 저 리조트 직원 아닌데요.,Default text,아눂. 저 리조트 직원 아닌데요.,,"No, I don't work at the resort.","No, no trabajo en el resort.",没见过，我不是度假村员工。,不。我不是渡假村的員工。
DialogContentsStage050_11,알고 있는데요.@enter여기 사장이신가요?,Default text,알고 있는데요.@enter여기 사장이신가요?,,I know. Are you the owner?,Lo sé. ¿Eres el propietario?,我知道。@enter那是这里的老板吗？,我知道。@enter請問您是這裡的老闆嗎？
DialogContentsStage050_12,넵.,Default text,넵.,,Yep.,Sí.,是的。,對。
DialogContentsStage050_13,오픈을 축하해요.@enter리조트 매니저로서 전할 말씀이 있어 왔어요.,Default text,오픈을 축하해요.@enter리조트 매니저로서 전할 말씀이 있어 왔어요.,,"Congratulations on your opening! As the resort manager, I'm here to offer you a few tips as you get started.","¡Felicitaciones por la apertura! Como gerente del resort, estoy aquí para darte algunos consejos para empezar.",开业大吉啊。@enter我作为度假村经理，有要事相告。,恭喜開幕。@enter身為渡假村經理，我有些話想跟您說。
DialogContentsStage050_14,"여긴 고급 리조트답게 식당들 수준 관리도 잘하고 있었는데,@enter요즘 새로 문을 연 매장이 많아 고민입니다.",Default text,"여긴 고급 리조트답게 식당들 수준 관리도 잘하고 있었는데,@enter요즘 새로 문을 연 매장이 많아 고민입니다.",,"As a high-class resort, the restaurants here are well curated. That said, we're determined to maintain our image and that standard of quality.","Al tratarse de un complejo turístico de categoría, seleccionamos los restaurantes con mucho cuidado. Dicho esto, estamos decididos a mantener nuestra imagen y ese nivel de calidad.",我们这里的餐厅都按高级度假村的标准管理得很好。@enter但头疼的是，最近新开业的店铺太多了。,這裡不愧是高級渡假村，餐廳的水準管理也做得很好，@enter但最近新開了好多賣場，讓人難以選擇。
DialogContentsStage050_15,영업 개시 후에 고객 평가를 일정 수준 이상으로 유지해 주세요.@enter별 네 개 이상이면 괜찮겠네요.,Default text,영업 개시 후에 고객 평가를 일정 수준 이상으로 유지해 주세요.@enter별 네 개 이상이면 괜찮겠네요.,,Which means it is important that your business meet our ratings standard. Your customer reviews should average 4 stars.,Lo que significa que es importante que tu negocio cumpla con nuestros estándares de calificación. Las opiniones de tus clientes deben tener un promedio de 4 estrellas.,在开始营业后，请把顾客评价维持在一定标准以上。@enter评分维持在四星以上最好。,開始營業後，請確保顧客評價維持在一定的水準之上。@enter四顆星以上就可以了。
DialogContentsStage050_16,"넵.@enter어… 그럼, 보상은?",Default text,"넵.@enter어… 그럼, 보상은?",,Sure. Um... Is there a compensation structure?,Claro. ¿Hay una estructura de compensación?,好的。@enter呃……那么，奖励呢？,是。@enter呃…那麼，獎勵是？
DialogContentsStage050_17,무슨 말씀인지?,Default text,무슨 말씀인지?,,What do you mean?,¿Qué quieres decir?,什么？,你說什麼？
DialogContentsStage050_18,…아닙니다.@enter최선을 다하겠습니다!,Default text,…아닙니다.@enter최선을 다하겠습니다!,,Nevermind. I'll do my best!,No importa. ¡Haré mi mejor esfuerzo!,啊，不不。@enter我会尽全力的！,…沒什麼。@enter我會全力以赴的！
DialogContentsStage050_19,그럼 전 이만 급하게 처리할 일이 있어서…@enter부탁드려요!,Default text,그럼 전 이만 급하게 처리할 일이 있어서…@enter부탁드려요!,,"If you'll excuse me, I have some urgent business to attend to...","Si me disculpas, tengo asuntos urgentes que atender…",我现在还有急事要处理……@enter那就拜托了！,那我還有急事要處理，就先走了…@enter拜託你了！
DialogContentsStage050_20,살펴 가십쇼!,Default text,살펴 가십쇼!,,Take care!,¡Cuídate!,请慢走！,慢走！
DialogContentsStage050_21,……,Default text,……,,...,…,……,……
DialogContentsStage050_22,원래 알던 사람인가 봐요?@enter매번 느끼는데 사장님 발 참 넓어요.@enter안 좋은 쪽으로.,Default text,원래 알던 사람인가 봐요?@enter매번 느끼는데 사장님 발 참 넓어요.@enter안 좋은 쪽으로.,,"You know them? You're really well connected with the worst kind of people, aren't you?","¿Lo conoces? Te relacionas muy bien con la peor clase de gente, ¿verdad?",他是您认识的人吗？@enter每次我都感叹，您人脉真广。@enter我是说不怎么好的人脉。,看來是你本來就認識的人啊？@enter我每次都覺得老闆的人脈真廣。@enter但都是一些不好的。
DialogContentsStage050_23,쟝뽈이 너는 골드비치 첨 와봤구나.@enter*골드비치* 경험 *용사*가 *케리* 씨를 모를 수는 없지.,Default text,쟝뽈이 너는 골드비치 첨 와봤구나.@enter*골드비치* 경험 *용사*가 *케리* 씨를 모를 수는 없지.,,"You've never been to Gold Beach before, have you, Jean Paul? Anyone who has knows about Swanson.","Es tu primera vez en Playa dorada, ¿verdad, Jean Paul? Cualquiera que haya estado conoce a Swanson.",简保罗，看来你是第一次来金海滩啊。@enter来过金海滩的勇士可不会认不出凯利先生。,尚堡兒，看來你是第一次來黃金海岸吧。@enter畢竟來過黃金海岸的冒險家，不可能不認識凱莉小姐。
DialogContentsStage050_24,그런데요?,Default text,그런데요?,,So?,¿Y?,所以呢？,那又怎樣？
DialogContentsStage050_25,"네 말대로,@enter여기서 힐링은 아마 어려울 듯.",Default text,"네 말대로,@enter여기서 힐링은 아마 어려울 듯.",,"Like you said, this is no place for relaxing.","Como dijiste, este no es un lugar para relajarse.",看来你说得对，@enter恐怕我很难在这里修养了。,如你所說，@enter在這裡可能很難得到療癒。
DialogContentsStage050_26,……,Default text,……,,...,…,……,……
DialogName19,케리,Default text,케리,,Swanson,Swanson,凯利,凱莉
DialogName20,???,Default text,???,,???,¿¿??,？？？,？？？
DialogName21,마르샹,Default text,마르샹,,Marchand,Marchand,玛丽尚,馬爾尚
DialogName22,골드리치 주니어,Default text,골드리치 주니어,,Little Richie,Richie pequeño,小金利奇,小黃金富豪
DialogName23,조니,Default text,조니,,Johnny,Johnny,强尼,強尼
DialogContentsStage051_1,그 가게 뒤편 가봤음?@enter늘 빈 깡통이 널려 있다는.@enter거기서 쓰는 해산물은 전부 통조림인 거 확실함.,Default text,그 가게 뒤편 가봤음?@enter늘 빈 깡통이 널려 있다는.@enter거기서 쓰는 해산물은 전부 통조림인 거 확실함.,,Have you seen the back of the shop? It's littered with empty cans. There's no way they're using fresh seafood here.,¿Viste la parte de atrás del restaurante? Está llena de latas vacías. Es imposible que usen mariscos frescos aquí.,“去那家店铺的后面看过吗？@enter那边到处都是空罐头。@enter我敢肯定那家店的海鲜用的都是罐头。”,「你有去看過那間店的後面嗎？@enter那裡總是遍布著空罐頭。我確定那間店使用的海鮮全部都是罐頭食品。」
DialogContentsStage051_2,진부함.,Default text,진부함.,,So cliche.,Qué cliché.,无聊。,真老套。
DialogContentsStage051_3,"안 진부한 것도 있어요.@enter""새우버거 시켰는데, 새우에 *블랙 슬라임* 묻어 나옴.@enter주인한테 겁나 항의했는데 끝까지 먹물이라고 우김.""",Default text,"안 진부한 것도 있어요.@enter""새우버거 시켰는데, 새우에 *블랙 슬라임* 묻어 나옴.@enter주인한테 겁나 항의했는데 끝까지 먹물이라고 우김.""",,"Less of a cliche... ""I ordered the shrimp burger, but I found *Black Slime* in it. The manager swears it's just squid ink, but...""","Menos que un cliché... ""Pedí la hamburguesa de langostinos, pero encontré *baba negra* en su interior. El encargado jura que es solo tinta de calamar, pero...""",也有不无聊的。@enter“点了鲜虾汉堡，但虾肉里粘着*黑迪波*。@enter然后跟老板投诉，但老板硬说那是墨汁。”,還是有些不老套的東西。@enter「我點了蝦堡，但蝦子上沾了*黑色綠水靈*。@enter我向老闆強烈抗議，但他直到最後都硬說是墨汁。」
