Key,Source,Note,en,ko,es,zh-cn,zh-tw
SnatchFlavorText,Your ability to snatch and reposition the enemy is impressive.,,Your ability to snatch and reposition the enemy is impressive.,적을 낚아채는 솜씨가 일품이로군요.,Tu capacidad de robar y reposicionar al enemigo es impresionante.,擒住敌人的手法可真一流。,捕捉敵方的技巧可說是一流。
Snipe,Snipe,,Snipe,스나이핑,Disparo lejano,狙击,必殺狙擊
SnipeDescription,Defeat a minion.,,Defeat a minion.,하수인을 처치합니다.,Derrota a un secuaz.,击败随从。,消滅手下。
SnipeFlavorText,One shot is all I need.,,One shot is all I need.,한 발이면 충분해.,Solo necesito un disparo.,一发就够了。,一發就夠了。
SoGong,So Gong,,So Gong,소공,Adiosito,萧公,蕭公
SoGongDescription,<b>Spawn</b>: Summon a Straw Target Dummy for the opponent.,,<b>Spawn</b>: Summon a Straw Target Dummy for the opponent.,<b>등장</b>: 적에게 훈련용 짚인형을 소환해 줍니다.,<b>Al entrar</b>: Invoca a un muñeco de entrenamiento de paja para el oponente.,<b>登场</b>：给敌方召唤训练用稻草人偶。,<b>登場</b>：給敵人召喚出訓練用稻草人。
SoGongFlavorText,"Believe in me, who believes in you!",,"Believe in me, who believes in you!",너를 믿는 나를 믿으라구!,¡Cree en mí como yo creo en ti!,我相信你，你也要相信我！,你要相信信任你的我！
SomersaultKick,Somersault Kick,,Somersault Kick,써머솔트 킥,Patada voladora,半月踢,旋風斬
SomersaultKickDescription,Deal 2 damage to a minion. Draw 1 card if the damage defeats the minion.,,Deal 2 damage to a minion. Draw 1 card if the damage defeats the minion.,하수인에게 피해를 2 줍니다. 이 피해로 하수인이 죽으면 카드를 한 장 뽑습니다.,Inflige 2 de daño a un secuaz. Saca 1 carta si el daño derrota al secuaz.,对随从造成2点伤害。随从因该伤害死亡时，抽取一张卡牌。,對手下造成2點傷害。手下因受到此傷害而死時，抽出一張卡牌。
SomersaultKickFlavorText,The recipients of this attack will probably be...salty.,,The recipients of this attack will probably be...salty.,여름 소금 차기!,Quienes reciban este ataque no se lo tomarán muy bien.,半月，踢！,夏日鹽味來襲！
SoulArrow,Soul Arrow,,Soul Arrow,소울 애로우,Flecha del alma,无形箭,無形之箭
SoulArrowDescription,Add 2 random Bowman skills to your hand.,,Add 2 random Bowman skills to your hand.,무작위 궁수 스킬 둘을 내 손으로 가져옵니다.,Le añade 2 habilidades de arquero aleatorias a tu baraja.,将两个随机弓箭手技能放入我的手牌。,隨機將兩個弓箭手技能放入我的手牌。
SoulArrowFlavorText,Bronze and Steel Arrows have nothing on this skill!,,Bronze and Steel Arrows have nothing on this skill!,청동화살이나 강철화살의 공격력이 적용되지 않아 버려졌었던 비운의 스킬입니다.,¡Las flechas de bronce y acero no son nada contra esta habilidad!,因没能适用青铜箭或钢铁箭的攻击力曾经被弃用的苦命技能。,十分可惜的技能，因沒有青銅弓箭或鋼鐵弓箭般的攻擊力而遭棄用。
Sparker,Sparker,,Sparker,스파커,Chispeante,小海象,長牙海豹
SparkerDescription,Deal 1 damage to 2 random enemy minions after playing a card.,,Deal 1 damage to 2 random enemy minions after playing a card.,내가 카드를 낸 후에 무작위 적 둘에게 피해를 1 줍니다.,Le inflige 1 punto de daño a 2 secuaces enemigos aleatorios después de jugar una carta.,在我出卡牌后，对随机两个敌方各造成1点伤害。,我方出牌後隨機對二名敵方造成1點傷害。
SparkerFlavorText,Sparkers remain solitary creatures in order to avoid amassing dangerous levels of energy.,,Sparkers remain solitary creatures in order to avoid amassing dangerous levels of energy.,단독생활을 하는 습성이 있는데 이는 스파커끼리 가까이 있으면 전력이 강해져 서로에게 위험하기 때문이라고 한다.,Los Chispeantes son criaturas que prefieren vivir en solitario para evitar acumular niveles peligrosos de energía.,有独居的习性。这是因为多个小海象靠得太近时，就会产生较强的电力，并对彼此都会造成危险。,據說，由於靠近長牙海豹們互相接近戰鬥力會增強，聚集在一起會很危險，因此有離群索居的習性。
Spiruna,Spiruna,,Spiruna,스피루나,Spiruna,斯皮罗纳,史菲魯納
SpirunaDescription,<b>Spawn</b>: Deal 4 damage to your player and draw 2 Devils from your deck.,,<b>Spawn</b>: Deal 4 damage to your player and draw 2 Devils from your deck.,<b>등장</b>: 내 플레이어에게 피해를 4 주는 대신 덱에서 악마를 두 장 뽑습니다.,<b>Al entrar</b>: le inflige 4 puntos de daño a tu jugador y saca 2 Diablos de tu mazo.,<b>登场</b>：从卡组中抽取两张恶魔卡牌，以代替对我方玩家造成4点伤害的效果。,<b>登場</b>：對我方造成4點傷害，並從牌組中抽兩張惡魔。
SpirunaFlavorText,Hella is a great assistant.,,Hella is a great assistant.,헬라는 바로 내 조수라네.,Hella es una gran asistente.,赫拉就是我的助手。,赫拉就是我的助手。
Steal,Steal,,Steal,스틸,Robar,偷窃,妙手術
StealDescription,Take an enemy minion and add it to your hand.,,Take an enemy minion and add it to your hand.,적 하수인을 내 손으로 가져옵니다.,Toma un secuaz enemigo y agrégalo a tu mano.,把敌方随从放入我的手牌。,將敵方手下放入我的手牌。
StealFlavorText,This minion is now mine.,,This minion is now mine.,이 하수인은 이제 제 껍니다.,Este secuaz es mío ahora.,以后，这个随从是我的了。,這個手下現在是我的了。
Stirge,Stirge,,Stirge,스티지,Vampi,蝙蝠,蝙蝠
StirgeDescription,<b>Exit</b>: Deal 1 damage to the enemy player.,,<b>Exit</b>: Deal 1 damage to the enemy player.,<b>퇴장</b>: 적 플레이어에게 피해를 1 줍니다.,<b>Al salir</b>: le inflige 1 punto de daño al jugador enemigo.,<b>退场</b>：对敌方玩家造成1点伤害。,<b>退場</b>：對敵方玩家造成1點傷害。
StirgeFlavorText,Typically found in subway service tunnels.,,Typically found in subway service tunnels.,햇빛을 싫어하여 어둡고 축축한 지하철 깊은 곳이나 던전에서 주로 서식하고 있다.,Suele encontrarse en túneles anexos del metro.,讨厌阳光，主要栖息在阴暗潮湿的地铁深处或副本中。,討厭陽光，主要棲息在陰暗潮濕的地鐵深處或地下城。
StoneGolem,Stone Golem,,Stone Golem,스톤골렘,Gólem de piedra,石头人,石巨人
StoneGolemDescription,,,,,,,
StoneGolemFlavorText,"Not innately aggressive, this construct simply wishes to protect the forest where it was born.",,"Not innately aggressive, this construct simply wishes to protect the forest where it was born.",자신이 태어난 숲을 보호할 뿐 모험가를 먼저 공격하는 일은 없다.,"Sin instintos agresivos, esta creación solo desea proteger el bosque en el que nació.",只是保护自己出生的那片森林，而不会先主动攻击冒险家。,只會保護自己出生的森林，不會主動攻擊冒險家。
Strafe,Strafe,,Strafe,스트레이프,Bombardeo,扫射,四連箭
StrafeDescription,Deal 4 damage to a minion.,,Deal 4 damage to a minion.,하수인에게 피해를 4 줍니다.,Inflige 4 puntos de daño a un secuaz.,对随从造成4点伤害。,對手下造成4點傷害。
StrafeFlavorText,Twang-twang-twang-twang!,,Twang-twang-twang-twang!,뜌뜌!,¡Pum-pum-pum-pum!,嘟嘟！,嘟嘟！
StrawTargetDummy,Straw Target Dummy,,Straw Target Dummy,훈련용 짚인형,Muñeco de entrenamiento de paja,训练用稻草人偶,訓練用稻草人
StrawTargetDummyDescription,,,,,,,
StrawTargetDummyFlavorText,Take out your frustration on it!,,Take out your frustration on it!,절 마음껏 때려도 좋아요!,¡Deshazte de tus frustraciones con él!,可以随便打我！,你可以盡情地打我！
Stump,Stump,,Stump,스텀프,Tocón,木妖,木妖
StumpDescription,,,,,,,
StumpFlavorText,"If you're gonna sit on me, can you at least not cover my eye?",,"If you're gonna sit on me, can you at least not cover my eye?",위에 앉을 때 눈은 가리지 말아줄래?,"Si vas a sentarte sobre mí, ¿podrías no taparme el ojo?",坐在上面的时候能不要遮住眼睛好不好？,坐在上面的時候，可以不要遮住眼睛嗎？
Stumpy,Stumpy,,Stumpy,스텀피,Toconcito,树妖王,樹妖王
StumpyDescription,<b>Exit</b>: Summon 2 Axe Stumps.,,<b>Exit</b>: Summon 2 Axe Stumps.,<b>퇴장</b>: 엑스텀프를 두 마리 소환합니다.,<b>Al salir</b>: invoca a 2 tocones con hachas.,<b>退场</b>：召唤两只斧木妖。,<b>退場</b>：召喚兩隻斧木妖。
StumpyFlavorText,These are actually quite cute during Halloween.,,These are actually quite cute during Halloween.,할로윈 때 보면 의외로 귀엽습니다.,Son bastante adorables en Noche de Brujas.,万圣节的时候看，倒是挺可爱的。,萬聖節的時候看牠，意外地可愛。
SunWuKong,Sun Wu Kong,,Sun Wu Kong,손오공,Sun Wu Kong,孙悟空,齊天大聖
SunWuKongDescription,<b>Spawn</b>: Deal damage to a random enemy equal to the number of Pets played this round.,,<b>Spawn</b>: Deal damage to a random enemy equal to the number of Pets played this round.,<b>등장</b>: 무작위 적에게 이번 라운드 동안 내가 낸 펫의 수만큼 피해를 줍니다.,<b>Al entrar</b>: le inflige daño a un enemigo aleatorio igual al número de mascotas que se juegan en esta ronda.,<b>登场</b>：对随机敌方造成伤害，伤害值等同于本回合内我出的宠物卡牌数。,<b>登場</b>：隨機對敵方造成相當於本回合期間我派出的寵物數量的傷害。
SunWuKongFlavorText,This monkey king escaped a life of servitude to a monk.,,This monkey king escaped a life of servitude to a monk.,삼장법사에게 몰래 도망친 손오공입니다.,Este rey mono escapó de una vida de servidumbre a un monje.,偷偷从三藏法师身边逃走的孙悟空。,偷偷從三藏法師身邊逃走的孫悟空。
TaeRoon,Tae Roon,,Tae Roon,태륜,Tae Roon,肯德熊,肯德熊
TaeRoonDescription,"<b>Spawn</b>: Battle the enemy minion on the farthest right. If that minion is defeated, draw a card.",,"<b>Spawn</b>: Battle the enemy minion on the farthest right. If that minion is defeated, draw a card.","<b>등장</b>: 맨 오른쪽에 있는 적 하수인과 전투를 벌이고, 그 하수인이 죽으면 카드를 한 장 뽑습니다.","<b>Al entrar</b>: lucha contra el secuaz enemigo más a la derecha. Si vences al secuaz, saca una carta.",<b>登场</b>：与最右侧的敌方随从展开战斗，如果该随从死亡，则抽取一张卡牌。,<b>登場</b>：與最右側的敵方手下展開戰鬥，若該手下死亡，則抽取一張卡牌。
TaeRoonFlavorText,"With a mighty body and years of training, this is a formidable opponent indeed.",,"With a mighty body and years of training, this is a formidable opponent indeed.",긴 시간 단련한 단단한 육체와 뛰어난 술법 때문에 상대하기 매우 까다롭다.,"Con un fuerte cuerpo y años de entrenamiento, es, sin duda, un oponente formidable.",具有经长时间锻炼的强硬肉体和出众的法术，所以非常难对付。,由於長期鍛鍊的強壯體魄和卓越的法術，很難對付。
TalkingTree,Talking Tree,,Talking Tree,말하는 나무,Árbol parlanchín,会说话的树,說話的樹
TalkingTreeDescription,<b>Exit</b>: Grant 3 HP to your Plants.,,<b>Exit</b>: Grant 3 HP to your Plants.,<b>퇴장</b>: 내 식물들에게 HP를 3 부여합니다.,<b>Al salir</b>: le otorga 3 PV a tus plantas.,<b>退场</b>：对我方的植物赋予3点血量。,<b>退場</b>：賦予我方植物3點HP。
TalkingTreeFlavorText,Perhaps Pinocchio was made from a tree just like this one...,,Perhaps Pinocchio was made from a tree just like this one...,피노키오가 되기 전의 나무 같다.,Quizá Pinocho está hecho de un árbol igual a este...,像是一棵变成小丑之前的树。,就像成為皮諾丘前的那棵樹。
Tangyoon,Tangyoon,,Tangyoon,탕윤,Tangyoon,唐云,湯寶寶
TangyoonDescription,"Each time another allied minion defeats an enemy minion in battle, heal that allied minion's HP by 1.",,"Each time another allied minion defeats an enemy minion in battle, heal that allied minion's HP by 1.",다른 아군 하수인이 전투에서 적 하수인을 처치할 때마다 그 하수인의 HP를 1 회복시킵니다.,"Cada vez que otro secuaz aliado derrota a un secuaz enemigo en la batalla, sana 1 PV de un secuaz aliado.",每当我方的其他随从在战斗中击败敌方随从时，该随从恢复1点血量。,每當其他我方手下在戰鬥中消滅敵方手下時，恢復該手下1點HP。
TangyoonFlavorText,"If you're looking for food that will make your tongue dance, then you've come to the right place. Hahaha!",,"If you're looking for food that will make your tongue dance, then you've come to the right place. Hahaha!",최고의 요리를 먹기 위해 이곳까지 찾아온건가?\n그렇다면 맞게 찾아왔군. 하하핫!,"Si buscas comida que te revolucione el paladar, entonces viniste al lugar correcto. ¡Ja, ja, ja!",你是为了品尝顶尖料理才来到这里的吗？\n那你可找对地方了，哈哈哈！,為了吃最棒的料理而來的？\n那你就來對了。哈哈哈！
Tauromacis,Tauromacis,,Tauromacis,타우로마시스,Tauromacis,月牙牛魔王,月牙牛魔王
TauromacisDescription,<b>Spawn</b>: Deal 2 damage to all enemies.,,<b>Spawn</b>: Deal 2 damage to all enemies.,<b>등장</b>: 모든 적들에게 피해를 2 줍니다.,<b>Al entrar</b>: le inflige 2 puntos de daño a todos los enemigos.,<b>登场</b>：对所有敌方造成2点伤害。,<b>登場</b>：對所有敵人造成2點傷害。
TauromacisFlavorText,"Blocks the temple entrance like a big, hairy wall.",,"Blocks the temple entrance like a big, hairy wall.",신전의 입구에서 여행자들이 저주받은 신전으로 들어오지 못하도록 막고 있다.,Bloquea la entrada del templo con un gran y peludo muro.,在神殿入口正在阻止游客进入受诅咒的神殿。,神殿入口處，有人阻止旅行者進入被詛咒的神殿。
TheRememberer,Rememberer,,Rememberer,기억하고 있는 자,Recordador,记忆者,記憶者
TheRemembererDescription,<b>Spawn</b>: Defeat a random allied Devil. <b>Exit</b>: Summon 2 of the defeated Devil.,,<b>Spawn</b>: Defeat a random allied Devil. <b>Exit</b>: Summon 2 of the defeated Devil.,<b>등장</b>: 무작위 아군 악마를 처치합니다. <b>퇴장</b>: 그 악마를 두 마리 소환합니다.,<b>Al entrar</b>: derrota a un diablo aliado aleatorio. <b>Al salir</b>: invoca a 2 de los diablos derrotados.,<b>登场</b>：击败我方的随机恶魔。<b>退场</b>：召唤两只该恶魔。,<b>登場</b>：消滅隨機一個我方惡魔。<b>退場</b>：召喚兩隻惡魔。
TheRemembererFlavorText,You have 999 Curse Eyes behind you. Can you feel them burning a hole in your back?,,You have 999 Curse Eyes behind you. Can you feel them burning a hole in your back?,네 등 뒤에서 999마리의 커즈아이가 맴돌고 있군.\n등 뒤가 끈적거리지 않는가?,Tienes 999 ojos malditos detrás de ti. ¿Los sientes mirándote a tus espaldas?,你背后正盘旋着999只风独眼兽。\n不觉得背后黏糊糊吗？,你背後有999隻風獨眼獸在徘徊。\n你不覺得背後黏黏的嗎？
Threaten,Threaten,,Threaten,위협,Amenaza,威胁,降魔咒
ThreatenDescription,Inflict a minion with <b>Fear</b>.,,Inflict a minion with <b>Fear</b>.,하수인을 <b>공포</b> 상태로 만듭니다.,Causa <b>Miedo</b> en un secuaz.,可以使随从陷入<b>恐惧</b>状态。,使手下陷入<b>恐怖</b>狀態。
